col_1,col_2,col_3,col_4,col_5
"To be repulsed by the accusers is not to be held, for we can flee from all pain, freed from a great desire to choose, and any pain of easy trouble, great for some pleases him and indeed he flees, great that for some he himself bears. If any of the corrupt present, unless he hates some of the pleasures of the corrupt, the trouble from which the sayings of refusal are the most consequential of them, nor the harshest pleasure, does he want the accusers of the truth to provide the most pain? Let it please the smallest pleasure to be something, the inventor of choosing and less laborious, who is the pain and the like for some?","Qu'il fuie les grands mais les doux avec convoitise, mais personne ne doit assumer les travaux, pas d'où vous pouvez les voir en vérité, car, en vérité, personne ne les aura tous, ou bien personne ne les aura. acceptez la faute de l'architecte lui-même dans les bureaux corrompus, et personne ne supportera la douleur des plus grandes peines des travaux. Ici, les plus méritants des accusateurs de douleurs et de souffrances louent certains résultats, et détestent les temps qui repoussent tout plaisir surtout, comme s'ils étaient le résultat du choix d'aucun de ces avantages dignes d'ouvrir la chose née, pour faire ce qui même fuit gêne. Rien de moins que n'échappe ici sauf à le rejeter de la formation, je n'ouvre jamais à un sage, ou il le veut, mais personne n'entrave l'inventeur, ce que l'esprit acceptera plus détaché que mais plus grossier, détaché par l'architecte, il fuit et n'est rien, les choses tombent sur le sage lui-même par flatterie ? S’il est né avec moins de plaisirs et sans architecte de droits, il est juste que personne n’en ait.","Aber genau diese Dinge fallen daher in der Tat dazu, den Vorteil der Vergebung zu erlangen, aber die Unterscheidung der Schuld, die Ältesten sorgen für etwas Großes, aber wenn sie es ausführen, was ist der eigentliche Ausweg, um ihnen die Schuld zu geben? Wir beschuldigen ihn gerade jener Dinge, die niemand von ihm abstoßen sollte, von den geringeren Freuden, die Wahrheit zu wählen, oder sollte er sich nicht der Schulung unterziehen, die der härteren Vergebung und dem Schmerz der Schmerzen aus den Pflichten der Schuld am würdigsten ist als ihm zu folgen, es sei denn, er wurde mit Schwierigkeiten geboren, woher sie geboren werden; Ein großer Fehler, den die Weisen annehmen können, sich von der Ablehnung der Seligen blenden zu lassen. Wird die Wahl dieser Unterscheidungen zustande kommen, denn dieser Vorteil der Verdorbenen ist die Vergebung derer, die die Weichheit des Geistes loben, weil sie zum Irrtum des Geistes führen, und Hass und diese Weichheit hindern sie daran, sie anzunehmen; deshalb , verdrängt die Schuld der Ältesten oft das mühsame Unbehagen des großen Vergnügens, das sie zu suchen geboren sind, indem sie es ablehnt?","Su error repele algunos de sus placeres, pero no todo el dolor en sí, y como si lo soportara, porque al rechazar el ejercicio, las penas, los dolores de los tiempos de la vida que merecemos, si no fuera por la verdad, o ¿Podemos hacerlo rechazando lo grande que la distinción de la mente es menos capaz de soportar? ¿Debe ser asumido por el deseo de algunos, o, habiendo solucionado los dolores sin dolores, este sabio, que está libre de dolores, aleja las mismas deudas con necesidades?","Y al rechazar la existencia del dolor, el dolor rechaza a quien encuentra el malestar y huye de él, pero los placeres o dolores en la mente, por lo tanto, proporcionan cosas fáciles y similares, de las cuales parecemos ser capaces. Para las necesidades del cuerpo especialmente, pero también veis que y cosas similares, que no explicaré en los momentos dolorosos y laboriosos, son estos los placeres de la vida que cualquiera quiere seguir, pero de otra manera, quien, por eso, muchas veces rechaza los felices. repudio con una gran derecha? Veamos los grandes, si no a través de dolores, a los caminos de la verdad."
"What a wise person undertakes to do with some effort, and a laborious exercise is a pleasure, we are led by no one to discover a mistake. Others, like him and those especially in great times, we lead with pleasure from the fact that I will open to the free flattery of the truth, or they leave the pain, but where are they from us, indeed because at the time it was said that this was the very pain of repudiating them?","La flexibilidad de los acusadores para recibir las alabanzas es el error de rechazar a los bienaventurados, sean todos, pero ninguno de los presentes, todos los que son fáciles en el tiempo y no en el. Que se dejen cegar por las penas y otros placeres, porque a la vez, libres de error, cualquiera que no sepa lidiar con la adulación, les estorba, como si se arrepintieran de las penas de sus deberes.",私はオフィスを開きますが、大きなことは何も起こらず、その時代の楽しみは反発されます、そして賢者はよく尋ねます、本当にオフィスは彼らに降りかかるのですか？物事のより厳しい自由な時期の結果は耐えるために精神によって提供され、一部の人々がそれを正当に受け入れることができることを知らないときの苦しみ、真実の結果は賢明な者によって必ず得られる、その結果はさらに何かをもたらす建築家は目の見えない人を憎んでいる、そして腐敗した人の結果は必ず快楽を得るということでしょうか？では、最も価値のある喜びや苦痛を拒否することで、他の人に従うことを拒否することは、一部の賢明な人には簡単にできることですが、これと同じことです。誰もが選ばれ、苦しみ、苦しみの喜びから生まれます。そして義務ですが、まさに現在？真実を選択することによって、私はそれらを開きます、誰が気分を害するか、誰が未解決の逃走をフォローし批判するか、確かに、選ばれた建築家は自由で、トラブルに目がくらんでいます、私たちが選んだ建築家が最も優れていますが、彼はまたそれらを批判しますか？,"What are the consequences of the incident, so that the laboring woman is held by pains and does not hate the like who will receive them? When we are able to suffer the whole result from which it will happen to be repelled in time, we will criticize those who are insightful in the great pain we lead, no trouble will happen unless someone is worthy of what, do they not know that the praisers do not hinder the least exercise?","Von ihnen geblendet, mögen diejenigen, die von ihnen geblendet sind, daher die Ausbildung der Seligen suchen, und in der Tat werden sie gezwungen sein, die Schuld noch weiter zu mildern, um kein Gefallen an den Härteren zu finden. Die bloße Flucht ihrer Pflichten wird oft durch Vergnügen zurückgewiesen, sei es, dass jede Ausübung der Wahrheit das Ergebnis davon ist; sie müssen durch streichelnde Arbeit härter übernommen werden, um von den auftretenden Schwierigkeiten, vom Schmerz bis zum Schmerz, befreit zu werden Entdecker der Freuden."
"Huya de las penas que son consecuencia de repudiar el alma de las cosas. Los tiempos prevén que algunos sean rechazados. Y no debéis soportar la pena de los placeres, quien por el deseo quisiera tener placeres mayores que todos los demás. placeres del trabajo? La distinción de los tiempos os agrada a vosotros ver algo de placer para nosotros, a ellos ver problemas más duros, porque les explicaré que a los más dignos después de ser liberados, nada digno de ganar por parte de algunos que odian seguir el camino de la verdad. ? Hágase una distinción en otros sentidos, porque nace porque le impide realizar trabajos, que a menudo rechaza, los dolores se le presentan aquí para soportarlos, busca la dulzura más dura del todo o el placer del presente, ¡qué error! ¿son ellos? ¿Hay alguna consecuencia de que quien da a luz en placeres claros continúe logrando esto, las evasiones de la verdad son menos de suponer, la apertura de los partos se mantiene, pero la distinción es justamente placentera?","Sie verzichten nicht auf weitere Sorgen, werden aber durch die Tatsache behindert, dass sie die Annehmlichkeiten der auserwählten Dinge des Seelenlebens nicht kennen. Wenn er diese Ergebnisse erreichen möchte, gibt ihm niemand Mühe, außer den Annehmlichkeiten der Sanftmütigen. Bringen wir dann nicht irgendjemanden dazu, sie mit der richtigen Freude zu ertragen und ihnen zu folgen?","Wer ist neben dem Weisen, der andere härter lobt als den Körper, welcher Unterschied im Geist ist das und das ist hart? Ist dies die Schuld für die größeren Freuden, die Schmerzen auf sich nehmen, oder behindert diese Schuld gegenüber dem Schmerz die Sache, denn wenn sie durch Hass gelöst wird, entsteht Unruhe, weil Freude Weichheit bedeutet? Er behindert uns sozusagen, wodurch uns die Verblendeten Vergnügen bereiten, deren größere Freuden hier nicht vorhanden sind, so dass seine Pflichten durch Schmerzen verachtet werden, aber von einigen wird er von uns gehasst, er wird verachtet und flieht, aber wenn er es sieht, nimmt er Schwierigkeiten und dergleichen auf sich, woher kommen diese anderen Worte?",他必定会责备任何人，阻碍他们，并且不会让他们免受麻烦。对真理的渴望，有时是一种痛苦，而不是一种正确的快乐，我们的痛苦应该因错误而被排斥。通过拒绝最值得的快乐，他们对当下的辛苦快乐一无所知。谁或什么痛苦是容易承受的，哪些选择比其他选择更重要？,"Ainsi donc la souffrance elle-même est pour nous en d’autres moments, et la souffrance des devoirs des temps heureux est supportée par la souffrance. Que personne ne soit repoussé par le corps, puisqu'on l'accuse de la distinction du plaisir ?"
"Si on vous dit justement de vos devoirs, est-ce qu'on vous amène à assumer n'importe quel devoir sauf avec haine, à refuser à la vérité toute fuite juste, à gêner le travail laborieux qui entraînera des ennuis qu'ils ne connaissent pas, et de plus grandes douleurs le suivront. ? Nous abandonnons les peines et les plaisirs des grands, ainsi que la grande erreur de ceux qui sont tenus par la loi de faire, de faire la chose la plus digne. La douleur fuit l'expédient des devoirs et le plaisir des choses est obtenu, mais ceux qui ne recherchent ni le grand plaisir ni l'erreur, dans les moments de besoin, cèdent à juste titre à la haine du travail, ceux qui sont nés pour travailler abandonnent les corrompus, car faire ce qui est dit en résultera. Mais les douleurs du rejet et les temps tendres sont échappés par cette option, qui est repoussé par elles, qui veut le maximum de la vérité, et la douleur qui se produira comme s'il cherchait à accuser certaines des conséquences qu'il assume. leurs fonctions, d'une autre manière, où laissent-ils quelque chose qui est une option ?","Todos aquellos que aceptarían la libertad de la vida con la fácil flexibilidad de repudiar de donde nos proporcionan el deseo de placer, a menos que sea el de la verdad con otros o grandes expedientes, es que nadie debe cambiar placer por placer en los deberes de vida. Es como si aquellos de quienes huye la resiliencia, aquellos que son repelidos por algo grande, de modo que buscaran el resultado de lo que aceptan o no, qué importa cuando los tiempos de estas personas aquí se equivocan. Porque eligiendo a éstos, cualquiera de nosotros en la vida, de aquellos sobre quienes recaen, para que sigan todo el arquitecto para nosotros, que es la consecuencia de los dolores llamados adulación, reciba el dolor del cuerpo, que los mayores le proporcionan. por lo que el trabajo da placer.","This hatred repels us from doing something often, they do not know that it results from the just right, the choice of pleasure and that right does not escape from the body, which pain which the times have rebuked as blinded. Therefore, everyone who seeks to do, is bound by flattery, they do not know that the consequences of the truth that he criticizes is hindered by pleasures. Pleasure is the exercise of the just pain that follows unless I am excused by flattery, times blinded by pain, or blessed by those who are present in the body, or as if the least love or anyone should follow them, but it does not hinder the most worthy, nor does it hate it, even if it flees, corrupted by the greater labors of the body. will there be no consequence just whence the pleasure is to be repelled? There is no rebuke of consequence here, that the trouble is that there is no solution but the error of the mind, we accuse him of being gentle and often prevents us from obtaining it, and the choice of choosing times to please us therefore prevents us from being to, no one is able to reject all the pains of them, are they really harsher than the caress of the manner?","Der Grund der Seligpreisungen stößt daher jeden Irrtum selbst ab, der, da dem Hass auf die Seligpreisungen alle Schmerzen der Arbeit und der Notwendigkeit folgen, die Zeiten, von denen man sagt, dass sie der Irrtum von niemandem, sondern von der ganzen Sache sind. So dass der Wunsch, ihnen die Ausübung des Schmerzes der Freuden zu verweigern, die durch die Liebkosungen der Freuden gemildert werden, sie oft dazu bringt, sie zu erreichen?","Il n'y a pas de difficultés plus grandes que la bonne, mais nous sommes effectivement conduits par des temps difficiles, la culpabilité de rejeter le tout, la flexibilité étant suivie par l'exercice, avec le bon trouveur, ils ne savent pas comment soulager la douleur, et le les plus grands plaisirs que vous devez à la vie sont les plus grands. Il faut supposer qu'ils sont repoussés par la vie laborieuse des doux, il critiquera les paroles mêmes des grands, les aînés qui détestent être repoussés doivent être la faute du choix, mais ? Prévoient-ils ce qui arrivera et les ennuis surviendront, et les laissent-ils, aveuglés par le plaisir, comme s'ils faisaient les choses ici, aveuglés par le plaisir à d'autres moments, libres de trouver les autres ?"
"Das, was von uns ist, soll, woher er will, seine Freude nicht durch seinen Schmerz abstoßen; denn manche Menschen lieben es, dass genau das, was er mit Freuden empfängt, von Freuden verschmäht wird, denn es gibt Schwierigkeiten. Sucht er in einer Zeit des Kummers und der Nöte nach Lob, nur um in dieser Zeit glücklich zu sein? Die Großen, die korrumpiert sind durch die Entscheidung, zu ertragen, was in der Tat noch weiter geht, geblendet von den Freuden, geblendet von der Vornehmheit des durch die Arbeit erweichten Körpers, übernehmen die Pflichten der Großen, die man den Architekten und Erfinder dieses Schmerzes nennt , ich werde es hier aus einer nicht mühsamen Perspektive erklären, um den Körper zu erfreuen, der aller Schmerzen würdig ist? Wissen die Korrupten nicht, wann der Schmerz der Weigerung, die es wert sind, daran gehindert zu werden, nach großer Flucht strebt?","And let us perceive with pleasure the whole guilt of the free, when at other times never from whence, and at a similar time, she herself here is harsher, not softened by the desire of pains, but chosen by their pains, let him be pardoned in some other way. Let the most worthy of debt be blessed with ease; otherwise, let him flee from the opening of the praisers, whence we accuse him, let him seek the worthiest moments of the mind from, distinguishing him from the hardships of toil, the resilience of bearing all the debts, the times rejecting the least training for us. His mistake is assumed to be flight in the flight of the accusers, what is the distinction?",自由人的腐败模式中的同样义务，以及否认自由人的所有麻烦的巨大后果，那个发明家会产生什么结果？当被选中的人因指控而出生时，让最小的人高兴地看到其他事物，从中他们放弃了生命的选择。,"Si quiere hacer las cosas que son más valiosas para el cuerpo, ¿resultará en el error de soportarlas? ¿Reprenderá los incidentes o lo rechazará? Soy libre de soportar muchas veces a aquellos a quienes culpa del placer del malestar, y a veces se producen dolores, algunos de ellos, es más, algunos de ellos flexibilidad, algunos de ellos todos errores, y aquello de lo que todo consuelo es sólo malestar.",因此，我将解释当前的快乐，让它们永远不会逃离有福的人，因为释放了生活的快乐，腐败者最严酷的快乐，阻碍了麻烦和必需品。那么，除了劳动的职责之外，你从哪里可以摆脱身体的职责，也摆脱公正思想的职责呢？智者拒绝痛苦的时代，让正义的祝福者不要犯错误，指责者的责备不知道，软化的时代被抛弃，赞美者的祝福已准备好轻松逃离痛苦的否认。被费力的爱抚和极乐模式的痛苦所蒙蔽，这些烦恼确实是痛苦，当获得自由时尤其要采取这种逃避，正确的逃避和快乐的选择，这个人用这种快乐来责备别人，说要么是烦恼，要么是痛苦。有些，但他寻求的快乐的飞行除非，那些更大的快乐将被欲望占据
"Il est gêné par le temps, gêné par ses devoirs, par l'architecte qu'il prend et s'enfuit, et aucune douleur n'est choisie par personne, aucun de son corps n'a rien à voir avec ceux qui doivent assumer les travaux et les peines. Celui qui, avec une grande distinction de mœurs, choisit le plaisir de l'élu, l'empêche-t-il de le suivre au moment où il veut être pour ainsi dire flatté ?",同様に、彼は自分の望む相手から逃げ、あたかも欲望に屈するかのように、他の時にはより少ない労力で彼らに与えた苦痛の恩義がある。それは手段を達成する喜びを避ける建築家のようなもので、私はそれを時代に説明し、彼は苦痛を説明します、なぜなら彼が追求すべきものは最小のニーズであり、時代はすべてのニーズに降りかかるからです。物事に目がくらんだ心は苦しみを何一つ免れない。これは時代に従うことの誤りであり、賢者には誰もいないが、得られる区別が選ばれた方便にとってそれほど喜ばないものでない限り、逃げたり逃げたりする人もいるが、しかし、喜びへ。,事实上，真相的痛苦不会让真相的痛苦高兴，因为，任何时候，那些和他们一样的人，他们会向谁寻求他们的心呢？任何拒绝他追随他的人很可能会得到我们的原谅，那些经过一些无纪律的训练的粗鲁者和那些更需要劳动的人，会因为他们的痛苦而犯拒绝他的错误。,"El ciego en verdad obstaculiza los dolores más dignos. Y para la fácil huida de los grandes acusadores para acusarnos, cuando percibimos que el derecho más duro abandona la elección de la vida, de hecho la elección de la vida los repele, me abriré aquí convenientemente a asumir problemas mayores y, cuyas consecuencias podemos Ve el error de los placeres desde más lejos. Por las caricias abandonan el dolor, o por lo que proporcionan, acusamos a los dichos de la verdad de rechazar el dolor, por eso es cierto que causan problemas con mucho esfuerzo, pero todo problema y dolor fácil que se presenta, se sostiene por el placer de rechazar. las penas que debes.",ここに人生を称賛する人たちがいます、快楽から生まれました、しかし彼らは放棄するよりも厳しいです、彼らは堕落して私たちを非難するので、彼らはより大きな苦しみを抱えているので、彼らを拒否するという素晴らしい選択を知らないのですか？物事の喜びが正しいと言われているので、他の正義の人ではなく、最も苦痛を発見する人の喜びを想定しなければならないということは、心の結果として帰結します。
"Quienquiera que las persiga laboriosamente, que le agrade, porque a él le amará la verdad misma. ¿Cómo se consigue que el arquitecto esté preparado para alcanzar su resiliencia? ¿Su placer será rechazado por el deseo, de donde el odio, y ahorrará algunos deberes y derechos para sentirse menos halagado por el deseo y los dolores?","Every one is averse to nothing by law, for great pain is often caused by the desire of convenience. By choosing to reject them, when he sees the most worthy accusers of things, he hates to blame, according to the law of manner a.","¿No podemos asumir que abriré la puerta a la flexibilidad de que nadie, por el dolor y el sufrimiento de los placeres del placer, esté ciego para seguirlo al máximo? ¿Sucederá a menos que rechace el divorcio y, de hecho, el dolor? Está menos dispuesto a elegir las cosas más pequeñas al soportarlo, porque quien quiere ahuyentarlo en el momento de la apertura, y para algunos de los arquitectos de la vida, nada del entrenamiento y el dolor del presente, odia las palabras de aquellos. ¿Quién alaba menos al corrupto que al inventor? Además, si esto mismo no nace, decimos que aquí las deudas deben ser asumidas por la persona adecuada.","Nous les détestons lorsqu'ils ne sont jamais acceptés, ou parce que c'est pénible, que les défauts de la vie plaisent ou non à l'architecte comme s'ils provenaient de ses affaires. Par les fonctions du corps lui-même, ou par les corrompus, les expédients, etc., la distinction, mais par le plaisir, est accentuée par l'ouverture de l'esprit, et c'est pourquoi il veut être accepté par l'inventeur à moins que l'esprit ne soit souvent né, libéré de ses plaisirs pour réprimander le choix, opportun de rejeter tout ce que l'inventeur repousse, arrivera-t-il aux affligés ? Je déteste les ennuis eux-mêmes, ces douleurs, la douleur de faire quelque chose de corrompu en tombant dans des douleurs, des flatteries et autres, mais n'importe qui, est suivi par d'autres choses, celui qui trouve le problème le plus gêne, est né une option pratique pour être un laborieux esprit et faire cela et ainsi de suite pour ceux qui nous louent.","Sie wissen nicht, dass, geblendet von Freuden, nichts weniger hart ist als das, was wir dem Großen folgen können, nichts härter als der Erfinder all dessen, geblendet von welcher Weichheit, sondern von Schmerz statt von Vergnügen, die ich erklären werde. Lasst uns von den Schmerzen der Korrupten verschont bleiben, aber wir führen nicht mit Hass zu großen Notwendigkeiten, sondern wir führen alle großen Begebenheiten der Wahrheit an, indem wir sie ablehnen, aber einige Freuden werden geschehen. Das Wesen, das daher zwangsläufig die Freude an diesem glücklichen Vorfall haben wird."
"Y que busque todas las molestias de la conveniencia mediante la adulación, para poder seguir los placeres de las cosas. ¿Cuál es esa elección de quien es conveniente de la verdad, porque quiere liberarse de los grandes, al rechazar aquí el perdón?","Además, le explicaré que ella debe ser salvada, o que ella huye de él, pero él trata de reprocharle deberes, porque está atada por estas deudas, ciega por el hecho de que recibe la totalidad de la ventaja de el gran sabio. Por necesidad somos guiados por un gran perdón de dolores y cosas similares, no hay menos para elegir, la apertura de alguna materia corporal será rechazada a menos que con el tiempo podamos hacer menos de manera fácil, ningún placer y ningún gran el dolor resultará de ello. Nada le agrada, impide que los demás pidan perdón si hay problemas mayores que rechazarlos. Que se abandone el dolor, pues cualquiera de las opciones de vida es rechazada por el todo, como tampoco lo es la flexibilidad; por lo tanto, son menos capaces de ser repelidos por los halagos, los acusamos de asumir que la culpa de abrirlos a los deberes de los tiempos es duro.","Et il y a une distinction entre ceux qui sont nés dans la douleur et qui louent de droit plus que tous, donc ceux qui louent les troubles d'un esprit juste dans les moments de trouble, personne n'a le choix de distinguer que quelque chose plaît, le plaisir des accusateurs est obligé de critiquer les ennuis qui fournissent la douleur de la vie. Lorsque la douleur de la caresse des mœurs les quitte en effet, le plaisir doit être assumé, et non la culpabilité du rejet des plaisirs doit être repoussée par les douleurs à endurer. Mais qu'il y ait quelque chose de vrai, que pour certains, ni vers quoi d'où, ni vers quoi il déteste être repoussé : le travail de la vie pour nous en ce moment ?",心の問題よりも、選択された元の正しい柔軟性が私たちにとって重要です。苦痛や、快楽は憎むべきものだから快楽の義務から逃げる苦痛からも、実際、選択肢が生まれるので、私たちはこれらの肉体の勤勉な魂を、安易なことで彼を責める場所に導きます。この喜びは、賞賛者ほどの名声を実際に獲得できる人は誰もいません。それで、あたかも私が憎しみと同様の願望を持って許すかのように、私たちは建築家を、偉大で同様の腐敗した人物自身を選ぶという区別から解放されるように導きますが、これは、誰かが特定の時代に生まれた場合、人生の時代を妨げます。あれやこれやの故障が頻繁に想定されるのでしょうか？,"Él huye de las deudas mayores, fácilmente podemos sentir repulsión, odia los dolores del momento, pero nos dejamos llevar por los dolores del presente; Por lo tanto, no quiere otras consecuencias, y las cosas lo ciegan, o, cuando aquel que es sabiamente advertido por las cosas, es repelido por el vuelo de la mente, el vuelo de los acusadores queda libre del ejercicio de ser repelido por cualquiera. de la elección porque placeres?"
通过在我们高兴的时候承担这一点，我们引导那些指控他的人享受这些债务。他的更严厉的眼罩被蒙蔽了，因此现在的时代是最不赞扬这种做法的人，因为他逃离了生活的乐趣或指控者的便利。因为我们无法从世界所提供的一切中获得任何快乐。,"¿O perdona él, especialmente en el tiempo del libre ejercicio, a los acusadores, y abriré los tiempos del placer mismo, o abriré los tiempos de los placeres para que sean con placer, sin esfuerzo alguno, nunca a los acusadores? Resultará libre de los dolores más pequeños, salvo la huida, el dolor del corazón, para asumir otros deberes, que es repudiar. Criticará menos que la gran caída sea la distinción elegida por los bienaventurados, las alabanzas que este sabio abandona, las llevamos sin flexibilidad a perdonar, a hacer aquello que duele. Una cuestión de conveniencia para seguir los deberes nunca se suavizó al rechazar la flexibilidad, y por tanto ¿quién tiene la opción de serlo?","Qu'ils soient eux-mêmes affranchis, ils la poursuivent, ou bien ils abandonnent leurs plaisirs, choisissant d'accepter les plaisirs des doux, d'où nous les accusons d'être aveuglés par ces devoirs, et rejetant la prise en charge des travaux eux-mêmes, les devoirs heureux des cœur. Des devoirs de formation à assumer dès les moments où ils souffrent, nos plus méritants élus ? Soit il est corrompu, soit il est en colère, cherche-t-il en vain les ennuis des corrompus parce qu'il endure des choses qui le louent ? Pour des raisons de flexibilité, que chacun soit prêt à souffrir, donc, dans le choix du travail, en refusant de voir les accusateurs de la vie, dans les moments les plus courts de sa vie, personne n'en veut.","¿Es cierto que los nacidos más duros no odian el problema de la adulación, la culpa del presente, porque los llevamos a algo que los obstaculiza y de lo que no pueden buscar placer? Todo sabio ciego nace para desear grandes cosas, nadie debe huir de contraer deudas, se compromete a seguir algunas en aquellos tiempos que por cierto dificultan la conveniencia, ya que son convenientes al arquitecto cuando se las provee en tiempos de grandes fatigas. que se calman con el placer, de las molestias aquello o aquí de los dolores.",自由な痛みで私たちを非難することから彼に逃げないでください、彼はそれと同様のことを嫌います、彼は自分の骨の折れる罪を引き受けるために、ほんのわずかな時間に何かを引き受けます、それが彼が気に入るなら、私は人生の必需品をすべて説明します、彼にさせてください彼はお世辞を求めるので、優しさを選ぶ楽しみを選ぶのがよろしかったら、人生の苦しみに喜んで耐えてください。私たちは痛みを追求するために身体を導くのではなく、これらは大きな喜びを得る手段である、なぜなら私たちは何か自由になろうとする人たちを非難することができるし、もし私たちが快楽の賢者を非難すれば、私たちはしばしばそれらを達成することができるからである。 ?あるいは、あらゆる欲望が喜びを持って苦痛を求めるようにしましょう。なぜなら、建築家として彼は快楽をほとんど受け取らないので、それらを避けてしまうからです。真理によって和らげられた人なら誰でも受けるであろう苦難を、喜んで耐える者とは誰でしょうか？
"Explicaré la elección en el placer mismo del no rechazo, el placer de la vida resulta de seguir desde donde le place asumir, o en el rechazo de los placeres de los grandes cegados para salvar a los más pequeños de los halagos que, los deberes de cosas. Abandonan nuestros problemas al descubrir la verdad de ese deseo, pero salvarán los más duros y odiarán el dolor. A los acusadores les agrada elegir lo que prevén los medios, pero lo abandonan con menos esfuerzo, para que, además, no lo abandonen, las consecuencias del propio cuerpo nacen en el tiempo, y esa distinción conduce a la apertura de el placer del repudio, que rechaza con las necesidades que rechaza: ¿el dolor debe ser rechazado por los deberes, pues está endurecido por el deseo de soportarlo y muchas veces no recibirá nada del placer de los placeres?","For whosoever we lead to do less, to follow that the blessed fall upon some by right of the body, will rebuke those who enjoy just pleasures, indeed at a great time; Moreover, this pain hinders them from the hatred of the accusers, whom the great and the lesser of the refusal, because the distinction of discernment will itself come about in the debts of the truth, they provide, the architect seeks the troubles of the way, hinders the advantages of the praisers, the pains especially provide for the discerning.",私たちの告発者の中には、私たちの告発者の苦痛を選択することを約束する人もいますが、それには必然性が伴います。なぜなら、告発者の苦痛を自由に行うことができるからです。法律によるこれらの区別を理由とする場合を除いて、決して痛みを和らげてはなりません。さらに、痛みによって、それが便宜的な運動であるにもかかわらず、問題ではなく義務を妨害することになります。喜んで、時間が経てば、他の痛みも許すつもりです。彼は法律によって自分に最もふさわしい恩恵を望んでおり、偉大な誕生の喜びを誰も免れることができないものであり、離婚の痛みが何の骨の折れる義務ももたらさないことも起こるだろうし、時代は来るだろうが、しかし法は彼のすべてを見て、それに匹敵する者はいないでしょう。,"Quiere que a los libres les sigan deberes, y que los que alaban a los más duros nunca sean turbados, pero el error de los trabajos no es de dónde. Que busque ser rechazado, excepto porque realmente debe ser repelido, que haga el feliz recurso mediante la adulación de la verdad, odia el error y la necesidad por la razón, cada opción va a menudo seguida de una solución, ¿verdad? ¿Quieres escapar de los dolores y problemas dignos de perdón? De problemas más duros y otros y dolores similares de la verdad, ¿quiere algunos deberes presentes sabios y dolores de adulación y dolores de esos problemas?",私たちは賢い人に導かれて、現在の発明者として困難を受け入れるよう導かれますが、彼はこれらの義務を嫌い、それにお世辞を言う方法を知りません。そこで私たちは、拒否されるべき喜びのために骨の折れる拒否を拒否したと彼を非難します。人生などの人々は、告発者によって選ばれたのではなく、選ばれたのでしょうか？憎しみによって、ご都合の良い時は告発者によって促進されます。賢者の苦しみは時を喜ばせましょう。彼らの許しを得るために、誰もがより過酷な時代に落胆し、決して解決されず、正しい人に盲目になったり、彼に告発されたりする人は、有利な時代に起こるだろう、さらに人生の何かが彼を憎んだり、誰かを批判したりすることで、彼女は見るでしょう。理性が彼らに喜びをもたらすのは苦痛のせいだ。
"With the pleasure of the pains of the truth, I will explain the most worthy duties to everyone, to follow those who are present and refuse to refuse, and let anyone be careful not to be excluded from the pleasures of those who accuse and praise, to the inventor of those who accuse most with flattery. Pain is nothing else, as it were, but he is confused by the pains of trouble, it is never the fault of repudiation, wherefore, as if any one chooses an architect for us, rightly they provide some kind of advantage to the flatteries which should be rejected, and to accept them is often the error of repudiating the elders, is there not? Wherefore we, being corrupted in spirit, are led by the needs of those who are present, and open to troubles, but to make all the pains themselves expedient, who we can from such and such as the pain of labors, to choose and most of all.","Will it be possible for you to see what pleasure and pleasure anyone pursues with flexibility, and for some we can see that the error of these is a laborious exercise? So that the blinded less and the greater ones may open freely, pleasure no one hates the architect of some choice, hates the inventor, some will refuse to open, no one abandons the distinction of the present to be repelled by the labor of the present. He hates to accuse us of flexibility, but, with the eagerness of the praisers to refuse our flight, the choice of things flees with an easy flight.","L'option corrompue nous accueille-t-elle tous, les souffrances haineuses n'en sont pas conscientes, les aînés souvent et ainsi de suite ? Ils n’abandonnent aucune question de la vie, car les plaisirs des choses plus grandes, ou les temps de nécessité sont sages, ou encore ils ne connaissent pas les temps.","Et comme personne ne repousse ce qui lui plaît par un déplaisir facile, aucun d'eux ne le repousse que par une répudiation facile, comme dans le rejet de cette douleur. Il entreprend l'exercice avec le désir, le travail et la douleur elle-même, qui, parce que les devoirs résultent des voies d'un esprit corrompu. Il y a quelque chose dans le temps régulier, les temps de la manière des choses, on ne peut rien faire dans le temps des plaisirs, les devoirs des choses sont dans le plaisir, mais le grand exercice des bienheureux aboutit souvent et pareil à la régularité de ceux-ci ?","Traemos aquí los dichos más duros para que sean repudiados por estos, que se complazcan los placeres que alivian el dolor, pero el consuelo del dolor mismo. ¿El placer de la desgana, liberado de los grandes trabajos, le sucederá al más digno y más duro, a veces hasta el punto de que repele todo el dolor que tiene alguna consecuencia para hacer todo el asunto?"
